Camino;Código del organismo;Nombre del organismo;Año Informado;Trimestre Informado;Persona efectúa aporte;Tipo de Aporte;Valorización en Pesos
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;JOSE ALBERTO CASTILLO;Aporte Monetario;280000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;JOSE MATIAS WOLFF CECCHI;Aporte Monetario;320000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;JOSE MATIAS WOLFF CECCHI;Aporte Monetario;50000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;JUAN ANTONIO ABOLLADO;Aporte Monetario;25000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;JUAN ANTONIO ABOLLADO;Aporte Monetario;25000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;JUAN ANTONIO ABOLLADO;Aporte Monetario;35000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;JUAN ANTONIO ABOLLADO;Aporte Monetario;50000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;JUAN ANTONIO ABOLLADO;Aporte Monetario;50000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;JUAN ANTONIO ABOLLADO;Aporte Monetario;50000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;JUAN ANTONIO ABOLLADO;Aporte Monetario;70000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;JUAN ANTONIO ABOLLADO;Aporte Monetario;70000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;JUAN EDUARDO BAEZA;Aporte Monetario;195000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;JUAN EDUARDO BAEZA;Aporte Monetario;22000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;JUAN EDUARDO BAEZA;Aporte Monetario;30000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;KENNETH GIORGIO JACKSON;Aporte Monetario;1000000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;KENNETH GIORGIO JACKSON;Aporte Monetario;10000000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;KENNETH GIORGIO JACKSON;Aporte Monetario;2149229
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;KENNETH GIORGIO JACKSON;Aporte Monetario;5000000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;KENNETH GIORGIO JACKSON;Aporte Monetario;5000000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;LORETO FRANCISCA LOPEZ;Aporte Monetario;22500
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;LUIS SAMUEL MONDACA;Aporte Monetario;30000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;MACARENA ANDREA SILVA;Aporte Monetario;16000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;MANUEL ANTONIO ESPINOZA;Aporte Monetario;20000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;MARCELA DEL CARMEN;Aporte Monetario;25000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre CORES;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;MARCELA SANCHEZ PACHECO;Aporte en Dinero;20000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;MARIA CAROLINA ZUÑIGA;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;MARIA CECILIA CENDOYA ULLOA;Aporte Monetario;50000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;MARIA EUGENIA PINO GARCIA;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;MARIA FERNANDA DIAZ VIDAL;Aporte Monetario;22000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;MARIA FERNANDA DIAZ VIDAL;Aporte Monetario;30000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;MARIA FERNANDA DIAZ VIDAL;Aporte Monetario;42000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;MARIA FERNANDA DIAZ VIDAL;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;MARITZA SOLEDAD ANDRADE;Aporte Monetario;20000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;MARTIN EUGENIO BRAVO;Aporte Monetario;60000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;MATIAS ANDRES MONTENEGRO;Aporte Monetario;22000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;MATIAS SCHMIDT GUBBINS;Aporte Monetario;25000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;MATIAS SCHMIDT GUBBINS;Aporte Monetario;30000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;MAXIMO FRANCISCO QUIERO;Aporte Monetario;20000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;MIRTHA SUSANA CORVALAN;Aporte Monetario;20000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;NICOLAS ANTONIO ACUÑA;Aporte Monetario;100000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;NICOLAS ANTONIO ACUÑA;Aporte Monetario;100000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;NICOLAS ANTONIO ACUÑA;Aporte Monetario;20000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;NO PÚBLICO;Aporte Monetario;22000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;PAMELA ALEJANDRA BARROS;Aporte Monetario;44000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;PATRICIA ANTONIETA GARFE;Aporte Monetario;60000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;PATRICIA ELIZABETH DEL;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;PAULA ESTEFANIA JOSEFINA;Aporte Monetario;500000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;RAUL CRISTIAN RAMIREZ;Aporte Monetario;30000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;REVOLUCION DEMOCRATICA;Aporte Monetario;4000000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre CORES;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;REVOLUCIÓN DEMOCRÁTICA;Otros Aportes;1000000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre CORES;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;REVOLUCION DEMOCRATICA;Reembolso Solicitado;24109996
Pagina Registro de Aportes a Campañas Electorales/2017 Abril - Junio Primarias;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;REVOLUCION DEMOCRATICA;SIN MOVIMIENTOS EN CUENTA PRESIDENCIAL;
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Presidencial;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;REVOLUCION DEMOCRATICA;SIN MOVIMIENTOS EN CUENTA PRESIDENCIAL;
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;REVOLUCIÓN DEMOCRÁTICA;Solicitud de Reembolso;13977020
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Senadores;PP029;Partido Revolución Democrática (RD);2017;Oct-  Dic;REVOLUCIÓN DEMOCRÁTICA;Valorización por uso de Sedes;1000000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;REVOLUCION DEMOCRATICA;VALORIZACION USO DE SEDE;1500000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;ROCIO DEL PILAR FAUNDEZ;Aporte Monetario;1000000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;RODRIGO ARNALDO PADILLA;Aporte Monetario;20000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;SEBASTIAN RICARDO BRAVO;Aporte Monetario;25000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;SEBASTIAN SIMON ALFONSO;Aporte Monetario;10000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;VERONICA GUBBINS FOXLEY;Aporte Monetario;30000
Registro de Aportes a Campañas Electorales/Expartido Ciudadanos, hasta fusión con Todos/2017 Oct - Dic;PP030;Partido Ciudadanos;2017;Oct - Dic;Carolina mayol;Aportes en dinero - diputados;60000
Registro de Aportes a Campañas Electorales/Expartido Ciudadanos, hasta fusión con Todos/2017 Oct - Dic;PP030;Partido Ciudadanos;2017;Oct - Dic;Ciudadanos;Aportes en dinero - diputados;2545000
Registro de Aportes a Campañas Electorales/Expartido Ciudadanos, hasta fusión con Todos/2017 Oct - Dic;PP030;Partido Ciudadanos;2017;Oct - Dic;Ciudadanos;Aportes en especies - diputados;1164894
Registro de Aportes a Campañas Electorales/Expartido Ciudadanos, hasta fusión con Todos/2017 Oct - Dic;PP030;Partido Ciudadanos;2017;Oct - Dic;Juan Jose Santa Cruz;Aportes en dinero - diputados;1000000
Registro de Aportes a Campañas Electorales/Expartido Ciudadanos, hasta fusión con Todos/2017 Oct - Dic;PP030;Partido Ciudadanos;2017;Oct - Dic;Juan Jose Santa Cruz;Aportes en dinero - diputados;1000000
Registro de Aportes a Campañas Electorales/Expartido Ciudadanos, hasta fusión con Todos/2017 Oct - Dic;PP030;Partido Ciudadanos;2017;Oct - Dic;Servel;Aportes en dinero - cores;15935653
Registro de Aportes a Campañas Electorales/Expartido Ciudadanos, hasta fusión con Todos/2017 Oct - Dic;PP030;Partido Ciudadanos;2017;Oct - Dic;Servel;Aportes en dinero - diputados;30575804
Registro de Aportes a Campañas Electorales/Expartido Ciudadanos, hasta fusión con Todos/2017 Oct - Dic;PP030;Partido Ciudadanos;2017;Oct - Dic;Servel;Aportes en dinero - senadores;43243083
Registro de Aportes a Campañas Electorales/Julio - Septiembre 2020;PP030;Partido Ciudadanos;2020;jul - sep;n/a;n/a;0
Pagina Registro de Aportes a Campañas Electorales/Año 2016/Octubre- Diciembre;PP031;Partido Todos;2016;Oct - Dic;No hubo campaña;No hubo campaña;
Pagina Registro de Aportes a Campañas Electorales/Año 2017/Abril-Junio;PP031;Partido Todos;2017;Abr - Jun;No hubo campaña;Sin información;
Pagina Registro de Aportes a Campañas Electorales/Año 2017/Enero-Marzo;PP031;Partido Todos;2017;Ene - Mar;No hubo campaña;No hubo campaña;
Pagina Registro de Aportes a Campañas Electorales/Año 2017/Julio- Septiembre;PP031;Partido Todos;2017;Jul - Sep;No hubo aportes a campaña;Sin información;
Pagina Registro de Aportes a Campañas Electorales/Año 2017/Octubre-Diciembre;PP031;Partido Todos;2017;Oct - Dic;Aporte Fiscal;Anticipo Fiscal;14922508
Pagina Registro de Aportes a Campañas Electorales/Año 2018/Abril - Junio;PP031;Partido Todos;2018;Abr - jun;No hubo aportes a campañas;Sin Información;Sin Información
Pagina Registro de Aportes a Campañas Electorales/Año 2018/Enero-Marzo;PP031;Partido Todos;2018;Ene - Mar;No hubo aportes a campañas;Sin Información;Sin Información
Pagina Registro de Aportes a Campañas Electorales/Registro de Aporte a campañas 2020/Trimestre Abril-Junio;PP032;Partido Liberal de Chile(PL);2020;Abr - Jun;N/a;N/a;0
Pagina Registro de Aportes a Campañas Electorales/Registro de Aporte a campañas 2020/Trimestre Enero-Marzo;PP032;Partido Liberal de Chile(PL);2020;Ene - Mar;N/a;N/a;0
Pagina Registro de Aportes a Campañas Electorales/Registro de Aporte a campañas 2020/Trimestre Julio-Septiembre;PP032;Partido Liberal de Chile(PL);2020;Jul - Sep;N/a;N/a;0
Registro de Aportes a Campañas Electorales;PP033;Partido Amplitud;2017;Jul - Sep;no aplica;Aportes en Especies;0
Registro de Aportes a Campañas Electorales;PP033;Partido Amplitud;2017;Jul - Sep;no aplica;Aportes en Recintos;0
Registro de Aportes a Campañas Electorales;PP033;Partido Amplitud;2017;Jul - Sep;no aplica;Aportes en Traslados;0
Registro de Aportes a Campañas Electorales;PP033;Partido Amplitud;2017;Jul - Sep;no aplica;Otros Aportes;0
Registro de Aportes a Campañas Electorales;PP033;Partido Amplitud;2017;Jul - Sep;Servel;Aportes en Dinero;72788497
Registro de Aportes a Campañas Electorales/Octubre - Diciembre 2017;PP033;Partido Amplitud;2017;Oct - Dic;no aplica;Aportes en Especies;0
Registro de Aportes a Campañas Electorales/Octubre - Diciembre 2017;PP033;Partido Amplitud;2017;Oct - Dic;no aplica;Aportes en Recintos;0
Registro de Aportes a Campañas Electorales/Octubre - Diciembre 2017;PP033;Partido Amplitud;2017;Oct - Dic;no aplica;Aportes en Traslados;0
Registro de Aportes a Campañas Electorales/Octubre - Diciembre 2017;PP033;Partido Amplitud;2017;Oct - Dic;no aplica;Otros Aportes;0
Registro de Aportes a Campañas Electorales/Octubre - Diciembre 2017;PP033;Partido Amplitud;2017;Oct - Dic;Servel;Aportes en Dinero;95432042
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2017;Abr - Jun;Extraordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2017;Abr - Jun;Ordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2017;Jul - Sep;Extraordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2017;Jul - Sep;Ordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2017;Oct - Dic;Extraordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2017;Oct - Dic;Ordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Abr - Jun;Extraordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Abr - Jun;Ordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Ene - Mar;Extraordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Ene - Mar;Ordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Jul - Sep;Extraordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Jul - Sep;Ordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Oct - Dic;Extraordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Oct - Dic;Ordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Abr - Jun;Extraordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Abr - Jun;Ordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Extraordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Ordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Jul - Sep;Extraordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Jul - Sep;Ordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Oct - Dic;Extraordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Oct - Dic;Ordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Abr - Jun;Extraordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Abr - Jun;Ordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Ene - Mar;Extraordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Ene - Mar;Ordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Jul - Sep;Extraordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Jul - Sep;Ordinaria;Pesos;0
Pagina Registro de Aportes a Campañas Electorales/2017/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2017;Oct - Dic;Aportes propios efectuados a campaña: El partido Igualdad no realizó aportes propios a su campaña electoral 2017;;
Pagina Registro de Aportes a Campañas Electorales/2017/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2017;Oct - Dic;Ingresos Core;Anticipo Financiamiento Fiscal Core;67811669
Pagina Registro de Aportes a Campañas Electorales/2017/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2017;Oct - Dic;Ingresos Diputados;Anticipo Financiamiento Fiscal Diputados;57419514
Pagina Registro de Aportes a Campañas Electorales/2017/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2017;Oct - Dic;Ingresos Diputados;Aporte estimado por uso de vehículo de donante don Guillermo González C.;800000
Pagina Registro de Aportes a Campañas Electorales/2017/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2017;Oct - Dic;Ingresos Senadores;Anticipo Financiamiento Fiscal Senadores;38435489
Pagina Registro de Aportes a Campañas Electorales/Aportes a campañas y gastos electorales;PP040;Partido Izquierda Ciudadana;2017;Oct - Dic;no aplica;Aportes en Especies;0
Pagina Registro de Aportes a Campañas Electorales/Aportes a campañas y gastos electorales;PP040;Partido Izquierda Ciudadana;2017;Oct - Dic;no aplica;Aportes en Recintos;0
Pagina Registro de Aportes a Campañas Electorales/Aportes a campañas y gastos electorales;PP040;Partido Izquierda Ciudadana;2017;Oct - Dic;no aplica;Aportes en Traslados;0
Pagina Registro de Aportes a Campañas Electorales/Aportes a campañas y gastos electorales;PP040;Partido Izquierda Ciudadana;2017;Oct - Dic;no aplica;Otros Aportes;0
Pagina Registro de Aportes a Campañas Electorales/Aportes a campañas y gastos electorales;PP040;Partido Izquierda Ciudadana;2017;Oct - Dic;Servel;Aportes en Dinero;43945091
Pagina Registro de Aportes a Campañas Electorales/Aportes a campañas;PP046;Partido Pais;2017;Oct - Dic;Servel;Aportes en Dinero Elección Consejeros Regionales;15210276
Pagina Registro de Aportes a Campañas Electorales/Aportes a campañas;PP046;Partido Pais;2017;Oct - Dic;Servel;Aportes en Dinero Elección Diputados;19313603
Pagina Registro de Aportes a Campañas Electorales/Aportes a campañas;PP046;Partido Pais;2017;Oct - Dic;Servel;Aportes en Dinero Elección Senadores;4510705
Pagina Registro de Aportes a Campañas Electorales/Año 2017/Octubre - Diciembre;PP047;Partido de Trabajadores Revolucionarios;2017;Oct - Dic;Servel;Anticipo Fiscal Consejeros Regionales;2070851
Pagina Registro de Aportes a Campañas Electorales/Año 2017/Octubre - Diciembre;PP047;Partido de Trabajadores Revolucionarios;2017;Oct - Dic;Servel;Anticipo Fiscal Diputados;2298781
Pagina Registro de Aportes a Campañas Electorales/2018;PP052;Partido Progresista de Chile;2018;Abr - Jun;No Aplica;Otros Aportes;
Pagina Registro de Aportes a Campañas Electorales/2018;PP052;Partido Progresista de Chile;2018;Jul - Sep;No Aplica;Otros Aportes;
Pagina Registro de Aportes a Campañas Electorales/2018;PP052;Partido Progresista de Chile;2018;Oct - Dic;No Aplica;Otros Aportes;
Pagina Registro de Aportes a Campañas Electorales/2019;PP052;Partido Progresista de Chile;2019;Abr - Jun;No Aplica;Otros Aportes;
Pagina Registro de Aportes a Campañas Electorales/2019;PP052;Partido Progresista de Chile;2019;Ene - Mar;No Aplica;Otros Aportes;
Pagina Registro de Aportes a Campañas Electorales/2019;PP052;Partido Progresista de Chile;2019;Jul - Sep;No Aplica;Otros Aportes;
Pagina Registro de Aportes a Campañas Electorales/2019;PP052;Partido Progresista de Chile;2019;Oct - Dic;No Aplica;Otros Aportes;
Pagina Registro de Aportes a Campañas Electorales/2020/Julio - Septiembre;PP053;Partido Izquierda Anticapitalista de los Trabajadores (IAT);2020;Jul - Sep;Sin informaciÃ³n;Aporte menor sin publicidad;250000
Pagina Registro de Aportes a Campañas Electorales/2019/Trimestre Abril Junio;PP054;Partido Regionalista Independiente Demócrata (PRID);2019;Abr - Jun;no aplica;N/A;0
Pagina Registro de Aportes a Campañas Electorales/2019/Trimestre Enero - Marzo;PP054;Partido Regionalista Independiente Demócrata (PRID);2019;Ene - Mar;no aplica;N/A;0
Pagina Registro de Aportes a Campañas Electorales/2019/Trimestre Julio - Septiembre;PP054;Partido Regionalista Independiente Demócrata (PRID);2019;Jul - Sep;no aplica;N/A;0
Pagina Registro de Aportes a Campañas Electorales/2019/Trimestre Octubre - Diciembre;PP054;Partido Regionalista Independiente Demócrata (PRID);2019;Oct - Dic;no aplica;N/A;0
Pagina Registro de Aportes a Campañas Electorales/2020/Trimestre Abril - Junio 2020;PP054;Partido Regionalista Independiente Demócrata (PRID);2020;Abr - Jun;no aplica;N/A;0
Pagina Registro de Aportes a Campañas Electorales/2020/Trimestre Enero - Marzo 2020;PP054;Partido Regionalista Independiente Demócrata (PRID);2020;Ene - Mar;no aplica;N/A;0
Pagina Registro de Aportes a Campañas Electorales/2020/Trimestre Julio - Septiembre;PP054;Partido Regionalista Independiente Demócrata (PRID);2020;Jul - Sep;no aplica;N/A;0
Pagina Registro de Aportes a Campañas Electorales/2020/abril - junio;PP056;Partido Republicano de Chile;2020;abri - jun;Ingresos Plebiscito 2020 aportes personas naturales;Aportes en Dinero;0
Pagina Registro de Aportes a Campañas Electorales/2020/abril - junio;PP056;Partido Republicano de Chile;2020;abri - jun;no aplica;Aportes en Especies;0
Pagina Registro de Aportes a Campañas Electorales/2020/abril - junio;PP056;Partido Republicano de Chile;2020;abri - jun;no aplica;Aportes en Recintos;0
Pagina Registro de Aportes a Campañas Electorales/2020/abril - junio;PP056;Partido Republicano de Chile;2020;abri - jun;no aplica;Aportes en Traslados;0
Pagina Registro de Aportes a Campañas Electorales/2020/abril - junio;PP056;Partido Republicano de Chile;2020;abri - jun;no aplica;Otros Aportes;0
Pagina Registro de Aportes a Campañas Electorales/2020/enero - marzo;PP056;Partido Republicano de Chile;2020;ene - mar;Ingresos Plebiscito 2020 aportes personas naturales;Aportes en Dinero;20000000
Pagina Registro de Aportes a Campañas Electorales/2020/enero - marzo;PP056;Partido Republicano de Chile;2020;ene - mar;no aplica;Aportes en Especies;0
Pagina Registro de Aportes a Campañas Electorales/2020/enero - marzo;PP056;Partido Republicano de Chile;2020;ene - mar;no aplica;Aportes en Recintos;0
Pagina Registro de Aportes a Campañas Electorales/2020/enero - marzo;PP056;Partido Republicano de Chile;2020;ene - mar;no aplica;Aportes en Traslados;0
