Camino;Código del organismo;Nombre del organismo;Año informado;Trimestre informado;Tipo Elección;Año Elección;Territorio electoral;Nombre completo del candidato;Declaración de Intereses y Patrimonio
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;COQUIMBO;FERNANDO ARTURO ROJAS CLAVERIA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0410003C009498.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;COQUIMBO;MARINA LUISA SILVA GALVEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0410003C009520.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;COQUIMBO;RAMON SEGUNDO VELASQUEZ SEGUEL;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0410003C009514.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;COQUIMBO;ROXANA DEL CARMEN ZAMBRA VILLARROEL;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0410003C009508.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CORONEL;ALDO FRANCISCO MORALES HERNANDEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0834009C010101.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CORONEL;FRANCISCO JAVIER REYES AGUAYO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0834009C010129.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CORONEL;PASCUAL MIGUEL VEGA MACHUCA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0834009C010077.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CORONEL;VIVIANA ESTER LEAL PALMA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0834009C010065.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CORRAL;CAROLINA BEATRIZ ÁLVAREZ TARIñO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1439005C010729.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CORRAL;EDITH RAQUEL MARIPáN BECERRA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1439005C010741.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CORRAL;ERWIN ROBERTO AVILA SANDOVAL;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1439005C010756.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CORRAL;JORGE LEONARDO WILSON NAVARRETE;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1439005C010706.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CORRAL;MARILA LORETO BARRIENTOS TRIVIÑOS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1439005C010691.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;COYHAIQUE;CARLOS ANDRéS MANSILLA BóRQUEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1144001C010639.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;COYHAIQUE;FERNANDO CRISTIáN ARANCIBIA MEZA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1144001C010654.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;COYHAIQUE;RICARDO ALEJANDRO CANTIN BEYER;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1144001C010619.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CUNCO;BERNARDO RODRIGO PACHECO BURGOS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938005C010657.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CUNCO;ERNESTO FIDEL CHIHUAILAF MORA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938005C010700.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CUNCO;GONZALO ALVARO OLEA VIDAL;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938005C010627.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CUNCO;MARCIA ELIANA ESPINOZA MUñOZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938005C010677.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CURACAUTIN;CARLOS GABRIEL CRISÓSTOMO GATICA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0937005C010554.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CURACAUTIN;CARMEN GLORIA MENDEZ ESCOBAR;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0937005C010526.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CURACAUTIN;MARCELO ALEJANDRO JARA CHACUR;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0937005C010499.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CURACAUTIN;OSCAR PATRICIO ABARZUA SAAVEDRA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0937005C010576.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CURACAVI;CARLOS ANTONIO CORRAL ROJAS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1324003C011192.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CURACAVI;ELSA DEL ROSARIO ALVAREZ RIOS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1324003C011161.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CURACAVI;FRANCISCO ENRIQUE MUñOZ CUEVAS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1324003C011176.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CURACO DE VELEZ;JUAN ALEXIS CONTRERAS SERON;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1042005C010544.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CURACO DE VELEZ;LUIS ANTONIO PAREDES TRIVIñO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1042005C010565.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CURACO DE VELEZ;OMAR CEFERINO OYARZUN MUñOZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1042005C010553.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CURANILAHUE;FERNANDO ALONSO PARDO SANTANDER;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0836003C010182.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CURANILAHUE;JOSE MIGUEL LAUTARO JEREZ GUERRERO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0836003C010159.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CURANILAHUE;JUAN BAUTISTA FONSECA GUTIERREZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0836003C010198.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CURARREHUE;BEATRIZ UBERLINDA CARINAO QUINTONAHUEL;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938007C010400.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CURARREHUE;JOEL DIONICIO NECULPAN CARINAO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938007C010354.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CURARREHUE;SANDRA ELIZABETH SAAVEDRA CAVIERES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938007C010375.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CUREPTO;CARLOS ALBERTO HENRIQUEZ RAMIREZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0730009C009823.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CUREPTO;CLAUDIA ALEJANDRA ROJAS HERRERA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0730009C009838.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CUREPTO;GUIDO RENATO LETELIER FUENZALIDA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0730009C009849.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CUREPTO;ORLANDO ANTONIO ICETA HERRERA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0730009C009817.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CURICO;CARLOS JOAQUIN LEYTON BAHAMONDES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0729001C009825.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CURICO;INGRID JANNETTE SCHLEGEL SANDOVAL;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0729001C009842.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CURICO;JOSE MONTES ELGUEDA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0729001C009798.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CURICO;MARíA ANTONIETA ROJAS GONZALEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0729001C009850.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;CURICO;SEBASTIAN LEONARDO MATURANA MARTINEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0729001C009811.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;DALCAHUE;EDUARDO ANDRES FRIAS VELASQUEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1042004C010475.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;DALCAHUE;LEONARDO PATRICIO ALARCON PUALUAN;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1042004C010518.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;DALCAHUE;NICOLAS ANTONIO BAHAMONDE BARRIA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1042004C010501.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;DIEGO DE ALMAGRO;DAVID ENRIQUE ORELLANA ASTORGA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0307002C009288.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;DIEGO DE ALMAGRO;FREDDY CARLOS ARAYA FREDES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0307002C009300.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;DOÑIHUE;HUGO  AROS VIDELA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0626016C009720.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;DOÑIHUE;JACQUELINE ALEJANDRINA FUENTES TOLEDO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0626016C009734.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;DOÑIHUE;JORGE FERNANDO ZAMORANO PERALTA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0626016C009759.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;DOÑIHUE;LUIS HECTOR PALACIO AZUA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0626016C009749.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;DOÑIHUE;ROMINA ALICIA OLGUÍN NÚÑEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0626016C009744.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;EL BOSQUE;LUIS ALBERTO MORALES RAMIREZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1321017C011024.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;EL BOSQUE;MANUEL ALBERTO CASTILLO AGUIRRE;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1321017C010956.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;EL BOSQUE;PAOLA ANDREA LOBOS YAÑEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1321017C010972.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;EL BOSQUE;TERESA DEL CARMEN VALENZUELA MENESES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1321017C010948.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;EL CARMEN;ANTONIO DEL TRANSITO VARGAS SUAZO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0833008C010134.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;EL CARMEN;HUGO ALEX LAGOS MARDONES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0833008C010105.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;EL CARMEN;JULIA ILIDIA MUñOZ RUBILAR;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0833008C010085.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;EL CARMEN;MIGUEL ANTONIO FUENTEALBA TRONCOSO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0833008C010064.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;EL MONTE;GISELA DEL CARMEN ROSALES REYES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1325003C011068.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;EL MONTE;JORGE  LEDEZMA SARAVIA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1325003C011082.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;EL MONTE;PABLO ESCALANTE CORNEJO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1325003C011051.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;EL QUISCO;ALFONSO SEGUNDO GELVEZ TORRES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0518004C009580.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;EL QUISCO;ORLANDO MARCELO ORELLANA PALACIOS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0518004C009577.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;EL QUISCO;PABLO ANDRES ARAVENA URREA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0518004C009575.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;EL QUISCO;SANDRA MóNICA GALLARDO ROJAS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0518004C009579.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;EL TABO;CRISTINA DEL ROSARIO CLAVIJO  GARCIA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0518003C009558.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;EL TABO;EDGARDO PATRICIO GOMEZ BRAVO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0518003C009565.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;EL TABO;GABRIEL LEONEL AQUEVEQUE FUENTEALBA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0518003C009561.pdf
Declaraciones de intereses y patrimonio de candidatos/2016/2016 Concejales;PP019;Partido Por la Democracia (PPD);2018;Ene - Mar;Concejal;2016;EL TABO;MARCELA DEL CARMEN GUZMAN ROMO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0518003C009553.pdf
