Camino;Código del organismo;Nombre del organismo;Año Informado;Trimestre Informado;Item;Unidad Monetaria;Monto
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Abril - Junio;PP011;Partido Evolución Política (Evópoli);2019;Abr - Jun;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Abril - Junio;PP011;Partido Evolución Política (Evópoli);2019;Abr - Jun;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Enero - Marzo;PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Enero - Marzo;PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Enero - Marzo;PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;Cotizaciones;Pesos;39001896
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Enero - Marzo;PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Enero - Marzo;PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Enero - Marzo;PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Enero - Marzo;PP011;Partido Evolución Política (Evópoli);2019;Ene - Mar;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Julio -Septiembre;PP011;Partido Evolución Política (Evópoli);2019;Jul - Sep;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;80512997
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Julio -Septiembre;PP011;Partido Evolución Política (Evópoli);2019;Jul - Sep;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Julio -Septiembre;PP011;Partido Evolución Política (Evópoli);2019;Jul - Sep;Cotizaciones;Pesos;17640685
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Julio -Septiembre;PP011;Partido Evolución Política (Evópoli);2019;Jul - Sep;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Julio -Septiembre;PP011;Partido Evolución Política (Evópoli);2019;Jul - Sep;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Julio -Septiembre;PP011;Partido Evolución Política (Evópoli);2019;Jul - Sep;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Julio -Septiembre;PP011;Partido Evolución Política (Evópoli);2019;Jul - Sep;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Oct - Diciembre;PP011;Partido Evolución Política (Evópoli);2019;Oct - Dic;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;81529219
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Oct - Diciembre;PP011;Partido Evolución Política (Evópoli);2019;Oct - Dic;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Oct - Diciembre;PP011;Partido Evolución Política (Evópoli);2019;Oct - Dic;Cotizaciones;Pesos;141055375
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Oct - Diciembre;PP011;Partido Evolución Política (Evópoli);2019;Oct - Dic;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Oct - Diciembre;PP011;Partido Evolución Política (Evópoli);2019;Oct - Dic;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Oct - Diciembre;PP011;Partido Evolución Política (Evópoli);2019;Oct - Dic;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2019/Oct - Diciembre;PP011;Partido Evolución Política (Evópoli);2019;Oct - Dic;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2020/Abril - Junio;PP011;Partido Evolución Política (Evópoli);2020;Abr - Jun;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;83776028
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2020/Abril - Junio;PP011;Partido Evolución Política (Evópoli);2020;Abr - Jun;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2020/Abril - Junio;PP011;Partido Evolución Política (Evópoli);2020;Abr - Jun;Cotizaciones;Pesos;53888125
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2020/Abril - Junio;PP011;Partido Evolución Política (Evópoli);2020;Abr - Jun;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2020/Abril - Junio;PP011;Partido Evolución Política (Evópoli);2020;Abr - Jun;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2020/Abril - Junio;PP011;Partido Evolución Política (Evópoli);2020;Abr - Jun;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2020/Abril - Junio;PP011;Partido Evolución Política (Evópoli);2020;Abr - Jun;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2020/Enero - Marzo;PP011;Partido Evolución Política (Evópoli);2020;Ene - Mar;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;84570672
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2020/Enero - Marzo;PP011;Partido Evolución Política (Evópoli);2020;Ene - Mar;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2020/Enero - Marzo;PP011;Partido Evolución Política (Evópoli);2020;Ene - Mar;Cotizaciones;Pesos;34770706
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2020/Enero - Marzo;PP011;Partido Evolución Política (Evópoli);2020;Ene - Mar;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2020/Enero - Marzo;PP011;Partido Evolución Política (Evópoli);2020;Ene - Mar;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2020/Enero - Marzo;PP011;Partido Evolución Política (Evópoli);2020;Ene - Mar;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2020/Enero - Marzo;PP011;Partido Evolución Política (Evópoli);2020;Ene - Mar;Otras Transferencias públicas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2020/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2020;Jul - Sep;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;80233261
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2020/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2020;Jul - Sep;Asignaciones testamentarias;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2020/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2020;Jul - Sep;Cotizaciones;Pesos;41370470
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2020/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2020;Jul - Sep;Donaciones;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2020/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2020;Jul - Sep;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2020/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2020;Jul - Sep;Otras Transferencias privadas;Pesos;0
Pagina Aportes, donaciones, asignaciones y otros/Asignaciones 2020/Julio - Septiembre;PP011;Partido Evolución Política (Evópoli);2020;Jul - Sep;Otras Transferencias públicas;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2016/Octubre a Diciembre;PP014;Partido Humanista (PH);2016;Oct - Dic;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;36795004
Aportes, donaciones, asignaciones y otros/Año 2016/Octubre a Diciembre;PP014;Partido Humanista (PH);2016;Oct - Dic;Asignaciones testamentarias;Pesos;27702714
Aportes, donaciones, asignaciones y otros/Año 2016/Octubre a Diciembre;PP014;Partido Humanista (PH);2016;Oct - Dic;Cotizaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2016/Octubre a Diciembre;PP014;Partido Humanista (PH);2016;Oct - Dic;Donaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2016/Octubre a Diciembre;PP014;Partido Humanista (PH);2016;Oct - Dic;Frutos y productos de los Bienes Patrimoniales;Pesos;1050000
Aportes, donaciones, asignaciones y otros/Año 2016/Octubre a Diciembre;PP014;Partido Humanista (PH);2016;Oct - Dic;Otras Transferencias privadas;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2016/Octubre a Diciembre;PP014;Partido Humanista (PH);2016;Oct - Dic;Otras Transferencias públicas;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Abril - Junio;PP014;Partido Humanista (PH);2017;Abr - Jun;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;35717786
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Abril - Junio;PP014;Partido Humanista (PH);2017;Abr - Jun;Asignaciones testamentarias;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Abril - Junio;PP014;Partido Humanista (PH);2017;Abr - Jun;Cotizaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Abril - Junio;PP014;Partido Humanista (PH);2017;Abr - Jun;Donaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Abril - Junio;PP014;Partido Humanista (PH);2017;Abr - Jun;Frutos y productos de los Bienes Patrimoniales;Pesos;1050000
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Abril - Junio;PP014;Partido Humanista (PH);2017;Abr - Jun;Otras Transferencias privadas;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Abril - Junio;PP014;Partido Humanista (PH);2017;Abr - Jun;Otras Transferencias públicas;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2017;Ene - Mar;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2017;Ene - Mar;Asignaciones testamentarias;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2017;Ene - Mar;Cotizaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2017;Ene - Mar;Donaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2017;Ene - Mar;Frutos y productos de los Bienes Patrimoniales;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2017;Ene - Mar;Otras Transferencias privadas;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2017;Ene - Mar;Otras Transferencias públicas;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Julio - Septiembre;PP014;Partido Humanista (PH);2017;Jul - Sep;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Julio - Septiembre;PP014;Partido Humanista (PH);2017;Jul - Sep;Asignaciones testamentarias;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Julio - Septiembre;PP014;Partido Humanista (PH);2017;Jul - Sep;Cotizaciones;Pesos;540000
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Julio - Septiembre;PP014;Partido Humanista (PH);2017;Jul - Sep;Donaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Julio - Septiembre;PP014;Partido Humanista (PH);2017;Jul - Sep;Frutos y productos de los Bienes Patrimoniales;Pesos;1050000
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Julio - Septiembre;PP014;Partido Humanista (PH);2017;Jul - Sep;Otras Transferencias privadas;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Julio - Septiembre;PP014;Partido Humanista (PH);2017;Jul - Sep;Otras Transferencias públicas;Pesos;33101201
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Octubre - Diciembre;PP014;Partido Humanista (PH);2017;Oct - Dic;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;32041045
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Octubre - Diciembre;PP014;Partido Humanista (PH);2017;Oct - Dic;Asignaciones testamentarias;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Octubre - Diciembre;PP014;Partido Humanista (PH);2017;Oct - Dic;Cotizaciones;Pesos;4920000
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Octubre - Diciembre;PP014;Partido Humanista (PH);2017;Oct - Dic;Donaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Octubre - Diciembre;PP014;Partido Humanista (PH);2017;Oct - Dic;Frutos y productos de los Bienes Patrimoniales;Pesos;1050000
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Octubre - Diciembre;PP014;Partido Humanista (PH);2017;Oct - Dic;Otras Transferencias privadas;Pesos;23600000
Aportes, donaciones, asignaciones y otros/Año 2017/Trimestre Octubre - Diciembre;PP014;Partido Humanista (PH);2017;Oct - Dic;Otras Transferencias públicas;Pesos;54820157
Aportes, donaciones, asignaciones y otros/Año 2018/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2018;Ene - Mar;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;15695329
Aportes, donaciones, asignaciones y otros/Año 2018/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2018;Ene - Mar;Asignaciones testamentarias;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2018/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2018;Ene - Mar;Cotizaciones;Pesos;1230000
Aportes, donaciones, asignaciones y otros/Año 2018/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2018;Ene - Mar;Donaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2018/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2018;Ene - Mar;Frutos y productos de los Bienes Patrimoniales;Pesos;1050000
Aportes, donaciones, asignaciones y otros/Año 2018/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2018;Ene - Mar;Otras Transferencias privadas;Pesos;190795
Aportes, donaciones, asignaciones y otros/Año 2018/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2018;Ene - Mar;Otras Transferencias públicas;Pesos;26159955
Aportes, donaciones, asignaciones y otros/Año 2018/Trimestre Julio - Septiembre;PP014;Partido Humanista (PH);2018;Jul - Sep;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2018/Trimestre Julio - Septiembre;PP014;Partido Humanista (PH);2018;Jul - Sep;Asignaciones testamentarias;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2018/Trimestre Julio - Septiembre;PP014;Partido Humanista (PH);2018;Jul - Sep;Cotizaciones;Pesos;4477750
Aportes, donaciones, asignaciones y otros/Año 2018/Trimestre Julio - Septiembre;PP014;Partido Humanista (PH);2018;Jul - Sep;Donaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2018/Trimestre Julio - Septiembre;PP014;Partido Humanista (PH);2018;Jul - Sep;Frutos y productos de los Bienes Patrimoniales;Pesos;700000
Aportes, donaciones, asignaciones y otros/Año 2018/Trimestre Julio - Septiembre;PP014;Partido Humanista (PH);2018;Jul - Sep;Otras Transferencias privadas;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2018/Trimestre Julio - Septiembre;PP014;Partido Humanista (PH);2018;Jul - Sep;Otras Transferencias públicas;Pesos;5089584
Aportes, donaciones, asignaciones y otros/Año 2018/Trimestre Octubre - Diciembre;PP014;Partido Humanista (PH);2018;Oct - Dic;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;149223397
Aportes, donaciones, asignaciones y otros/Año 2018/Trimestre Octubre - Diciembre;PP014;Partido Humanista (PH);2018;Oct - Dic;Asignaciones testamentarias;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2018/Trimestre Octubre - Diciembre;PP014;Partido Humanista (PH);2018;Oct - Dic;Cotizaciones;Pesos;7062885
Aportes, donaciones, asignaciones y otros/Año 2018/Trimestre Octubre - Diciembre;PP014;Partido Humanista (PH);2018;Oct - Dic;Donaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2018/Trimestre Octubre - Diciembre;PP014;Partido Humanista (PH);2018;Oct - Dic;Frutos y productos de los Bienes Patrimoniales;Pesos;1050000
Aportes, donaciones, asignaciones y otros/Año 2018/Trimestre Octubre - Diciembre;PP014;Partido Humanista (PH);2018;Oct - Dic;Otras Transferencias privadas;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2018/Trimestre Octubre - Diciembre;PP014;Partido Humanista (PH);2018;Oct - Dic;Otras Transferencias públicas;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2019/Trimestre Abril - Junio;PP014;Partido Humanista (PH);2019;Abr - Jun;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;75533739
Aportes, donaciones, asignaciones y otros/Año 2019/Trimestre Abril - Junio;PP014;Partido Humanista (PH);2019;Abr - Jun;Asignaciones testamentarias;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2019/Trimestre Abril - Junio;PP014;Partido Humanista (PH);2019;Abr - Jun;Cotizaciones;Pesos;9063390
Aportes, donaciones, asignaciones y otros/Año 2019/Trimestre Abril - Junio;PP014;Partido Humanista (PH);2019;Abr - Jun;Donaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2019/Trimestre Abril - Junio;PP014;Partido Humanista (PH);2019;Abr - Jun;Frutos y productos de los Bienes Patrimoniales;Pesos;1050000
Aportes, donaciones, asignaciones y otros/Año 2019/Trimestre Abril - Junio;PP014;Partido Humanista (PH);2019;Abr - Jun;Otras Transferencias privadas;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2019/Trimestre Abril - Junio;PP014;Partido Humanista (PH);2019;Abr - Jun;Otras Transferencias públicas;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2019/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2019;Ene - Mar;Aportes del Estado (art. 33 bis Ley N°18603);Pesos;75606801
Aportes, donaciones, asignaciones y otros/Año 2019/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2019;Ene - Mar;Asignaciones testamentarias;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2019/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2019;Ene - Mar;Cotizaciones;Pesos;2125280
Aportes, donaciones, asignaciones y otros/Año 2019/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2019;Ene - Mar;Donaciones;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2019/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2019;Ene - Mar;Frutos y productos de los Bienes Patrimoniales;Pesos;1050000
Aportes, donaciones, asignaciones y otros/Año 2019/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2019;Ene - Mar;Otras Transferencias privadas;Pesos;0
Aportes, donaciones, asignaciones y otros/Año 2019/Trimestre Enero - Marzo;PP014;Partido Humanista (PH);2019;Ene - Mar;Otras Transferencias públicas;Pesos;0
