Camino;Código del organismo;Nombre del organismo;Año Informado;Trimestre Informado;Tipo de Cotización;Unidad Monetaria;Monto
Pagina Cotizaciones de sus afiliados/Año 2017/Octubre - Diciembre;PP047;Partido de Trabajadores Revolucionarios;2017;Oct - Dic;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Año 2018/Enero - Marzo;PP047;Partido de Trabajadores Revolucionarios;2018;Ene - Mar;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Año 2018/Enero - Marzo;PP047;Partido de Trabajadores Revolucionarios;2018;Ene - Mar;Ordinaria;Pesos;3300000
Pagina Cotizaciones de sus afiliados/2018/Abr - Jun;PP052;Partido Progresista de Chile;2018;Abr - Jun;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2018/Abr - Jun;PP052;Partido Progresista de Chile;2018;Abr - Jun;Ordinaria;Pesos;1000000
Pagina Cotizaciones de sus afiliados/2018/Jul - Sep;PP052;Partido Progresista de Chile;2018;Jul - Sep;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2018/Jul - Sep;PP052;Partido Progresista de Chile;2018;Jul - Sep;Ordinaria;Pesos;2098003
Pagina Cotizaciones de sus afiliados/2018/Oct - Dic;PP052;Partido Progresista de Chile;2018;Oct - Dic;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2018/Oct - Dic;PP052;Partido Progresista de Chile;2018;Oct - Dic;Ordinaria;Pesos;2377786
Pagina Cotizaciones de sus afiliados/2019/Abr - Jun;PP052;Partido Progresista de Chile;2019;Abr - Jun;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2019/Abr - Jun;PP052;Partido Progresista de Chile;2019;Abr - Jun;Ordinaria;Pesos;1501000
Pagina Cotizaciones de sus afiliados/2019/Ene - Mar;PP052;Partido Progresista de Chile;2019;Ene - Mar;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2019/Ene - Mar;PP052;Partido Progresista de Chile;2019;Ene - Mar;Ordinaria;Pesos;313000
Pagina Cotizaciones de sus afiliados/2019/Jul - Sep;PP052;Partido Progresista de Chile;2019;Jul - Sep;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2019/Oct - Dic;PP052;Partido Progresista de Chile;2019;Jul - Sep;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2019/Jul - Sep;PP052;Partido Progresista de Chile;2019;Jul - Sep;Ordinaria;Pesos;707000
Pagina Cotizaciones de sus afiliados/2019/Oct - Dic;PP052;Partido Progresista de Chile;2019;Oct - Dic;Ordinaria;Pesos;304000
Pagina Cotizaciones de sus afiliados/2020/Abr - Jun;PP052;Partido Progresista de Chile;2020;Abr - Jun;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2020/Abr - Jun;PP052;Partido Progresista de Chile;2020;Abr - Jun;Ordinaria;Pesos;639000
Pagina Cotizaciones de sus afiliados/2020/Ene - Mar;PP052;Partido Progresista de Chile;2020;Ene - Mar;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2020/Ene - Mar;PP052;Partido Progresista de Chile;2020;Ene - Mar;Ordinaria;Pesos;423198
Pagina Cotizaciones de sus afiliados/2020/Jul - Sep;PP052;Partido Progresista de Chile;2020;Jul - Sep;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2020/Jul - Sep;PP052;Partido Progresista de Chile;2020;Jul - Sep;Ordinaria;Pesos;866200
Pagina Cotizaciones de sus afiliados/2018/Abril - Junio;PP053;Partido Izquierda Anticapitalista de los Trabajadores (IAT);2018;Abr - Jun;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2018/Abril - Junio;PP053;Partido Izquierda Anticapitalista de los Trabajadores (IAT);2018;Abr - Jun;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2018/Julio - Septiembre;PP053;Partido Izquierda Anticapitalista de los Trabajadores (IAT);2018;Jul - Sep;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2018/Julio - Septiembre;PP053;Partido Izquierda Anticapitalista de los Trabajadores (IAT);2018;Jul - Sep;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2018/Octubre - Diciembre;PP053;Partido Izquierda Anticapitalista de los Trabajadores (IAT);2018;Oct - Dic;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2018/Octubre - Diciembre;PP053;Partido Izquierda Anticapitalista de los Trabajadores (IAT);2018;Oct - Dic;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2019/Abril - Junio;PP053;Partido Izquierda Anticapitalista de los Trabajadores (IAT);2019;Abr - Jun;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2019/Abril - Junio;PP053;Partido Izquierda Anticapitalista de los Trabajadores (IAT);2019;Abr - Jun;Ordinaria;Pesos;1347000
Pagina Cotizaciones de sus afiliados/2019/Enero - Marzo;PP053;Partido Izquierda Anticapitalista de los Trabajadores (IAT);2019;Ene - Mar;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2019/Enero - Marzo;PP053;Partido Izquierda Anticapitalista de los Trabajadores (IAT);2019;Ene - Mar;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2019/Julio - Septiembre;PP053;Partido Izquierda Anticapitalista de los Trabajadores (IAT);2019;Jul - Sep;Extraordinaria;Pesos;200000
Pagina Cotizaciones de sus afiliados/2019/Julio - Septiembre;PP053;Partido Izquierda Anticapitalista de los Trabajadores (IAT);2019;Jul - Sep;Ordinaria;Pesos;2144000
Pagina Cotizaciones de sus afiliados/2019/Octubre - Diciembre;PP053;Partido Izquierda Anticapitalista de los Trabajadores (IAT);2019;Oct - Dic;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2019/Octubre - Diciembre;PP053;Partido Izquierda Anticapitalista de los Trabajadores (IAT);2019;Oct - Dic;Ordinaria;Pesos;1685000
Pagina Cotizaciones de sus afiliados/2020/Abril - Junio;PP053;Partido Izquierda Anticapitalista de los Trabajadores (IAT);2020;Abr - Jun;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2020/Abril - Junio;PP053;Partido Izquierda Anticapitalista de los Trabajadores (IAT);2020;Abr - Jun;Ordinaria;Pesos;1200000
Pagina Cotizaciones de sus afiliados/2020/Enero - Marzo;PP053;Partido Izquierda Anticapitalista de los Trabajadores (IAT);2020;Ene - Mar;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2020/Enero - Marzo;PP053;Partido Izquierda Anticapitalista de los Trabajadores (IAT);2020;Ene - Mar;Ordinaria;Pesos;2183000
Pagina Cotizaciones de sus afiliados/2020/Julio - Septiembre;PP053;Partido Izquierda Anticapitalista de los Trabajadores (IAT);2020;Jul - Sep;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2020/Julio - Septiembre;PP053;Partido Izquierda Anticapitalista de los Trabajadores (IAT);2020;Jul - Sep;Ordinaria;Pesos;100000
Pagina Cotizaciones de sus afiliados/2019/Trimestre Abril - Junio;PP054;Partido Regionalista Independiente Demócrata (PRID);2019;Abr - Jun;Extraordinaria;Pesos;
Pagina Cotizaciones de sus afiliados/2019/Trimestre Abril - Junio;PP054;Partido Regionalista Independiente Demócrata (PRID);2019;Abr - Jun;Ordinaria;Pesos;879000
Pagina Cotizaciones de sus afiliados/2019/Trimestre Enero - Marzo;PP054;Partido Regionalista Independiente Demócrata (PRID);2019;Ene - Mar;Extraordinaria;Pesos;
Pagina Cotizaciones de sus afiliados/2019/Trimestre Enero - Marzo;PP054;Partido Regionalista Independiente Demócrata (PRID);2019;Ene - Mar;Ordinaria;Pesos;1752152
Pagina Cotizaciones de sus afiliados/2019/Trimestre Julio - Septiembre;PP054;Partido Regionalista Independiente Demócrata (PRID);2019;Jul - Sep;Extraordinaria;Pesos;720000
Pagina Cotizaciones de sus afiliados/2019/Trimestre Julio - Septiembre;PP054;Partido Regionalista Independiente Demócrata (PRID);2019;Jul - Sep;Ordinaria;Pesos;
Pagina Cotizaciones de sus afiliados/2019/Trimestre Octubre - Diciembre;PP054;Partido Regionalista Independiente Demócrata (PRID);2019;Oct - Dic;Extraordinaria;Pesos;
Pagina Cotizaciones de sus afiliados/2019/Trimestre Octubre - Diciembre;PP054;Partido Regionalista Independiente Demócrata (PRID);2019;Oct - Dic;Ordinaria;Pesos;1698000
Pagina Cotizaciones de sus afiliados/2020/Trimestre Abril - Junio 2020;PP054;Partido Regionalista Independiente Demócrata (PRID);2020;Abr - Jun;Extraordinaria;Pesos;
Pagina Cotizaciones de sus afiliados/2020/Trimestre Abril - Junio 2020;PP054;Partido Regionalista Independiente Demócrata (PRID);2020;Abr - Jun;Ordinaria;Pesos;2635000
Pagina Cotizaciones de sus afiliados/2020/Trimestre Enero - Marzo 2020;PP054;Partido Regionalista Independiente Demócrata (PRID);2020;Ene - Mar;Extraordinaria;Pesos;
Pagina Cotizaciones de sus afiliados/2020/Trimestre Enero - Marzo 2020;PP054;Partido Regionalista Independiente Demócrata (PRID);2020;Ene - Mar;Ordinaria;Pesos;2497841
Pagina Cotizaciones de sus afiliados/2020/Trimestre Julio - Septiembre;PP054;Partido Regionalista Independiente Demócrata (PRID);2020;Jul - Sep;Extraordinaria;Pesos;
Pagina Cotizaciones de sus afiliados/2020/Trimestre Julio - Septiembre;PP054;Partido Regionalista Independiente Demócrata (PRID);2020;Jul - Sep;Ordinaria;Pesos;3094123
Pagina Cotizaciones de sus afiliados/2020/Abril - Junio;PP056;Partido Republicano de Chile;2020;Abr - Jun;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2020/Abril - Junio;PP056;Partido Republicano de Chile;2020;Abr - Jun;Ordinaria;Pesos;10059022
Pagina Cotizaciones de sus afiliados/2020/Enero - Marzo;PP056;Partido Republicano de Chile;2020;Ene - Mar;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2020/Enero - Marzo;PP056;Partido Republicano de Chile;2020;Ene - Mar;Ordinaria;Pesos;9116934
Pagina Cotizaciones de sus afiliados/2020/julio - septiembre;PP056;Partido Republicano de Chile;2020;Jul - Sep;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2020/julio - septiembre;PP056;Partido Republicano de Chile;2020;Jul - Sep;Ordinaria;Pesos;17744225
